1, 1, 8.493370,0.000506,0.000358,0.000000

2, 1, 6.165733,0.000776,0.000549,0.000001

3, 1, 6.038798,0.000003,0.000002,0.000000

4, 1, 5.691401,0.000131,0.000093,0.000000

5, 1, 5.734199,0.000485,0.000343,0.000000

6, 1, 5.816040,0.000296,0.000210,0.000000

7, 1, 5.963305,0.000403,0.000285,0.000000

8, 1, 5.203416,0.000654,0.000462,0.000000

9, 1, 5.812532,0.000061,0.000043,0.000000

10, 1, 5.872886,0.000489,0.000346,0.000000

11, 1, 5.858602,0.000494,0.000349,0.000000

12, 1, 5.825014,0.022270,0.015747,0.000496

13, 1, 5.813371,0.009379,0.006632,0.000088

14, 1, 5.872738,0.003894,0.002753,0.000015

15, 1, 5.831943,0.000330,0.000233,0.000000

16, 1, 5.327677,0.000778,0.000550,0.000001

17, 1, 5.696330,0.000326,0.000230,0.000000

18, 1, 5.749461,0.001206,0.000853,0.000001

19, 1, 5.750312,0.009338,0.006603,0.000087

20, 1, 5.766984,0.000545,0.000385,0.000000

21, 1, 6.004758,0.000733,0.000518,0.000001

22, 1, 5.985293,0.020121,0.014227,0.000405

23, 1, 6.328470,0.018396,0.013008,0.000338

24, 1, 6.076241,0.000021,0.000015,0.000000

25, 1, 6.283973,0.000084,0.000059,0.000000

26, 1, 6.060029,0.018808,0.013299,0.000354

27, 1, 6.913592,0.000142,0.000101,0.000000

28, 1, 6.618591,0.000036,0.000026,0.000000

29, 1, 6.691448,0.000242,0.000171,0.000000

30, 1, 6.758536,0.000333,0.000235,0.000000

31, 1, 7.050661,0.007881,0.005573,0.000062

1, 2, 5.447618,0.000559,0.000395,0.000000

2, 2, 4.915771,0.002885,0.002040,0.000008

3, 2, 4.847244,0.000977,0.000691,0.000001

4, 2, 4.357831,0.000439,0.000310,0.000000

5, 2, 4.823501,0.000081,0.000057,0.000000

6, 2, 4.771070,0.000333,0.000235,0.000000

7, 2, 5.036789,0.015294,0.010814,0.000234

8, 2, 4.355947,0.000084,0.000059,0.000000

9, 2, 4.710598,0.000167,0.000118,0.000000

10, 2, 4.666067,0.000276,0.000196,0.000000

11, 2, 4.737874,0.000160,0.000113,0.000000

12, 2, 4.710120,0.000260,0.000184,0.000000

13, 2, 4.848856,0.011121,0.007864,0.000124

14, 2, 4.928198,0.000584,0.000413,0.000000

15, 2, 4.879207,0.012785,0.009040,0.000163

16, 2, 4.741755,0.000645,0.000456,0.000000

17, 2, 5.088062,0.019458,0.013759,0.000379

18, 2, 5.097963,0.005971,0.004222,0.000036

19, 2, 5.119598,0.000731,0.000517,0.000001

20, 2, 5.524474,0.003060,0.002163,0.000009

21, 2, 5.951206,0.024591,0.017389,0.000605

22, 2, 5.577438,0.006437,0.004552,0.000041

23, 2, 6.115758,0.000695,0.000491,0.000000

24, 2, 5.690552,0.002523,0.001784,0.000006

25, 2, 6.145766,0.000597,0.000422,0.000000

26, 2, 6.427449,0.006485,0.004586,0.000042

27, 2, 7.027122,0.023756,0.016798,0.000564

28, 2, 6.525795,0.002027,0.001433,0.000004

29, 2, 6.565784,0.002066,0.001461,0.000004

30, 2, 6.659568,0.002557,0.001808,0.000007

31, 2, 7.231727,0.001591,0.001125,0.000003

1, 3, 4.633997,0.000674,0.000477,0.000000

2, 3, 4.336093,0.000118,0.000083,0.000000

3, 3, 4.459846,0.013545,0.009578,0.000183

4, 3, 4.130258,0.000378,0.000267,0.000000

5, 3, 4.416920,0.000600,0.000424,0.000000

6, 3, 4.434595,0.010155,0.007181,0.000103

7, 3, 4.721178,0.000149,0.000106,0.000000

8, 3, 4.089798,0.000376,0.000266,0.000000

9, 3, 4.448177,0.012316,0.008709,0.000152

10, 3, 4.581369,0.000452,0.000320,0.000000

11, 3, 4.620871,0.000421,0.000298,0.000000

12, 3, 4.625444,0.005989,0.004235,0.000036

13, 3, 4.831373,0.015604,0.011034,0.000243

14, 3, 4.939712,0.000032,0.000022,0.000000

15, 3, 4.947542,0.000412,0.000291,0.000000

16, 3, 4.988682,0.043119,0.030490,0.001859

17, 3, 5.336291,0.019880,0.014057,0.000395

18, 3, 5.402542,0.001183,0.000837,0.000001

19, 3, 5.526930,0.009646,0.006821,0.000093

20, 3, 6.144222,0.006926,0.004897,0.000048

21, 3, 6.738008,0.027838,0.019685,0.000775

22, 3, 6.193672,0.007451,0.005269,0.000056

23, 3, 6.657317,0.017104,0.012094,0.000293

24, 3, 6.337848,0.000767,0.000542,0.000001

25, 3, 6.739829,0.000985,0.000696,0.000001

26, 3, 6.591497,0.000810,0.000573,0.000001

27, 3, 7.003951,0.000645,0.000456,0.000000

28, 3, 8.269586,0.000187,0.000133,0.000000

29, 3, 8.179840,0.021324,0.015078,0.000455

30, 3, 8.170195,0.014291,0.010106,0.000204

31, 3, 8.658210,0.001409,0.000997,0.000002

1, 4, 4.261677,0.000294,0.000208,0.000000

2, 4, 4.038280,0.000269,0.000190,0.000000

3, 4, 4.321234,0.000600,0.000424,0.000000

4, 4, 3.934760,0.000332,0.000235,0.000000

5, 4, 4.268302,0.011601,0.008203,0.000135

6, 4, 4.247014,0.002371,0.001677,0.000006

7, 4, 4.682125,0.000403,0.000285,0.000000

8, 4, 4.158099,0.010929,0.007728,0.000119

9, 4, 4.488371,0.000190,0.000134,0.000000

10, 4, 4.697217,0.000125,0.000088,0.000000

11, 4, 4.782166,0.016101,0.011385,0.000259

12, 4, 4.887704,0.000975,0.000690,0.000001

13, 4, 5.194066,0.015520,0.010974,0.000241

14, 4, 5.348069,0.001283,0.000907,0.000002

15, 4, 5.542797,0.001407,0.000995,0.000002

16, 4, 5.516549,0.001926,0.001362,0.000004

17, 4, 6.074184,0.000360,0.000254,0.000000

18, 4, 6.111975,0.000511,0.000362,0.000000

19, 4, 6.295939,0.008065,0.005702,0.000065

20, 4, 6.483634,0.024757,0.017506,0.000613

21, 4, 6.942365,0.001498,0.001059,0.000002

22, 4, 6.940856,0.001034,0.000731,0.000001

23, 4, 8.412737,0.020241,0.014312,0.000410

24, 4, 8.037130,0.000960,0.000679,0.000001

25, 4, 8.460270,0.010075,0.007124,0.000102

26, 4, 8.167184,0.005151,0.003642,0.000027

27, 4, 8.752966,0.000403,0.000285,0.000000

28, 4, 8.569963,0.025417,0.017972,0.000646

29, 4, 8.654921,0.001337,0.000946,0.000002

30, 4, 8.747561,0.007942,0.005616,0.000063

31, 4, 15.100598,0.010052,0.007108,0.000101

1, 5, 4.009210,0.000163,0.000115,0.000000

2, 5, 3.956259,0.011237,0.007946,0.000126

3, 5, 4.170459,0.000052,0.000037,0.000000

4, 5, 3.867184,0.000665,0.000470,0.000000

5, 5, 4.189434,0.003141,0.002221,0.000010

6, 5, 4.245728,0.007087,0.005011,0.000050

7, 5, 4.755277,0.000566,0.000400,0.000000

8, 5, 4.247659,0.000075,0.000053,0.000000

9, 5, 4.728696,0.000269,0.000190,0.000000

10, 5, 4.936406,0.011205,0.007923,0.000126

11, 5, 5.200053,0.001206,0.000853,0.000001

12, 5, 5.487001,0.000661,0.000467,0.000000

13, 5, 5.681496,0.015557,0.011000,0.000242

14, 5, 6.131698,0.077275,0.054642,0.005971

15, 5, 6.237809,0.025965,0.018360,0.000674

16, 5, 6.208384,0.002448,0.001731,0.000006

17, 5, 6.693102,0.004776,0.003377,0.000023

18, 5, 7.014805,0.003401,0.002405,0.000012

19, 5, 7.894922,0.019287,0.013638,0.000372

20, 5, 7.967981,0.011531,0.008153,0.000133

21, 5, 8.555299,0.020767,0.014685,0.000431

22, 5, 8.330599,0.000231,0.000164,0.000000

23, 5, 8.891163,0.000537,0.000380,0.000000

24, 5, 8.630468,0.009279,0.006561,0.000086

25, 5, 9.112435,0.015835,0.011197,0.000251

26, 5, 14.323898,0.016699,0.011808,0.000279

27, 5, 14.940905,0.001677,0.001186,0.000003

28, 5, 14.548541,0.002607,0.001843,0.000007

29, 5, 14.402005,0.029956,0.021182,0.000897

30, 5, 14.415808,0.009562,0.006761,0.000091

31, 5, 15.014933,0.001867,0.001320,0.000003

1, 6, 4.021798,0.000362,0.000256,0.000000

2, 6, 3.834142,0.000337,0.000238,0.000000

3, 6, 4.142423,0.001086,0.000768,0.000001

4, 6, 3.807094,0.011458,0.008102,0.000131

5, 6, 4.172523,0.008058,0.005698,0.000065

6, 6, 4.348440,0.006026,0.004261,0.000036

7, 6, 4.969553,0.000626,0.000443,0.000000

8, 6, 4.703120,0.001597,0.001129,0.000003

9, 6, 5.128125,0.000099,0.000070,0.000000

10, 6, 5.474918,0.002720,0.001923,0.000007

11, 6, 5.804772,0.000685,0.000485,0.000000

12, 6, 5.990576,0.023727,0.016778,0.000563

13, 6, 6.369322,0.000027,0.000019,0.000000

14, 6, 6.726202,0.002670,0.001888,0.000007

15, 6, 7.061562,0.010345,0.007315,0.000107

16, 6, 7.221802,0.002679,0.001894,0.000007

17, 6, 7.984426,0.001286,0.000909,0.000002

18, 6, 8.148434,0.000320,0.000226,0.000000

19, 6, 8.400541,0.027293,0.019299,0.000745

20, 6, 8.598551,0.023573,0.016669,0.000556

21, 6, 9.267679,0.005363,0.003792,0.000029

22, 6, 9.230242,0.007356,0.005202,0.000054

