1, 1, 14.064921,0.000082,0.000058,0.000000

2, 1, 8.849197,0.003186,0.002253,0.000010

3, 1, 7.478200,0.000799,0.000565,0.000001

4, 1, 6.266675,0.000335,0.000237,0.000000

5, 1, 6.513942,0.003385,0.002394,0.000011

6, 1, 6.523941,0.000179,0.000126,0.000000

7, 1, 6.761729,0.019100,0.013506,0.000365

8, 1, 5.865798,0.004254,0.003008,0.000018

9, 1, 5.999464,0.000134,0.000094,0.000000

10, 1, 5.813008,0.000063,0.000045,0.000000

11, 1, 5.886311,0.027180,0.019219,0.000739

12, 1, 5.898002,0.000450,0.000319,0.000000

13, 1, 5.800241,0.000020,0.000014,0.000000

14, 1, 5.773805,0.000213,0.000150,0.000000

15, 1, 5.650783,0.003125,0.002209,0.000010

16, 1, 5.304600,0.000319,0.000226,0.000000

17, 1, 5.869435,0.000043,0.000031,0.000000

18, 1, 5.786805,0.000048,0.000034,0.000000

19, 1, 5.843293,0.021116,0.014931,0.000446

20, 1, 5.821438,0.007551,0.005339,0.000057

21, 1, 6.134295,0.000394,0.000278,0.000000

22, 1, 5.855855,0.000785,0.000555,0.000001

23, 1, 6.129453,0.000095,0.000067,0.000000

24, 1, 5.824825,0.022179,0.015683,0.000492

25, 1, 6.078926,0.000174,0.000123,0.000000

26, 1, 5.776423,0.015645,0.011062,0.000245

27, 1, 6.074825,0.000136,0.000096,0.000000

28, 1, 5.895141,0.021612,0.015282,0.000467

29, 1, 5.872427,0.000885,0.000626,0.000001

30, 1, 5.890142,0.000600,0.000424,0.000000

31, 1, 6.144264,0.000505,0.000357,0.000000

1, 2, 8.264605,0.014038,0.009926,0.000197

2, 2, 5.781739,0.000084,0.000059,0.000000

3, 2, 5.359954,0.001333,0.000942,0.000002

4, 2, 4.875722,0.000244,0.000173,0.000000

5, 2, 5.221371,0.000197,0.000139,0.000000

6, 2, 5.054675,0.000710,0.000502,0.000001

7, 2, 5.311007,0.000509,0.000360,0.000000

8, 2, 4.571272,0.011678,0.008258,0.000136

9, 2, 5.052226,0.000029,0.000021,0.000000

10, 2, 4.925182,0.020987,0.014840,0.000440

11, 2, 4.897584,0.000615,0.000435,0.000000

12, 2, 4.862259,0.000190,0.000134,0.000000

13, 2, 4.921059,0.000412,0.000291,0.000000

14, 2, 5.015275,0.002903,0.002053,0.000008

15, 2, 4.896712,0.000731,0.000517,0.000001

